%time,Cum_irr,EC_drain_PC,Rhair,Tair,Tot_PAR,pH_drain_PC
739618.6145833334,0.0,3.59,84.66,18.87,269.71,6.04
739618.625,0.0,3.65,84.56,18.99,253.91,6.07
739618.6354166666,0.0,3.6,84.95,19.19,279.32,5.92
739618.6458333334,0.0,3.63,85.27,19.04,253.87,5.85
739618.65625,0.0,3.63,86.09,19.04,248.53,5.89
739618.6666666666,0.0,3.61,86.39,19.37,259.69,5.87
739618.6770833333,0.0,3.61,85.98,19.46,231.8,5.89
739618.6875,0.0,3.55,86.43,19.49,255.18,5.86
739618.6979166666,0.0,3.56,86.37,19.16,262.63,5.86
739618.7083333334,0.0,3.53,86.48,19.37,265.98,5.84
739618.71875,0.0,3.49,86.18,19.49,253.9,5.85
739618.7291666667,0.0,3.55,86.82,19.86,245.43,5.81
739618.7395833334,0.0,3.54,86.82,19.98,246.41,5.73
739618.75,0.0,3.5,86.72,20.14,254.93,5.72
739618.7604166666,0.0,3.45,86.57,19.98,238.96,5.7
739618.7708333334,0.0,3.52,86.67,19.6,235.31,5.69
739618.78125,0.0,3.59,87.75,19.48,221.41,5.7
739618.7916666666,0.0,3.54,88.23,19.2,222.28,5.66
739618.8020833333,0.0,3.51,87.86,19.17,225.63,5.7
739618.8125,0.0,3.57,88.39,19.23,209.54,5.73
739618.8229166666,0.0,3.57,89.11,19.03,205.63,5.73
739618.8333333334,0.0,3.54,88.51,18.9,195.12,5.87
739618.84375,0.0,3.59,88.33,18.66,181.58,5.8
739618.8541666667,0.0,3.52,88.18,18.26,172.76,5.83
739618.8645833334,0.0,3.55,88.62,18.28,173.57,5.9
739618.875,0.0,3.56,88.13,18.01,172.7,5.86
739618.8854166666,0.0,3.6,88.68,18.07,189.47,5.88
739618.8958333334,0.0,3.61,89.1,18.29,173.65,5.88
739618.90625,0.0,3.71,89.17,18.3,168.3,5.78
739618.9166666666,0.0,3.72,89.05,17.96,135.5,5.81
739618.9270833333,0.0,3.72,89.41,17.96,142.89,5.86
739618.9375,0.0,3.7,89.56,17.83,156.63,5.84
739618.9479166666,0.0,3.7,89.69,17.86,145.34,5.97
739618.9583333334,0.0,3.76,89.16,17.78,112.57,5.92
739618.96875,0.0,3.8,89.32,17.88,139.71,5.93
739618.9791666667,0.0,3.87,89.27,18.42,115.92,5.97
739618.9895833334,0.0,3.79,89.55,18.0,126.38,5.98
739619.0,0.0,3.84,89.15,17.79,117.65,5.95
739619.0104166666,0.0,3.9,89.08,17.86,106.61,5.95
739619.0208333334,0.0,3.79,88.92,18.0,99.27,5.91
739619.03125,0.0,3.85,89.25,17.98,102.97,5.89
739619.0416666666,0.0,3.92,89.05,17.56,93.01,5.94
739619.0520833333,0.0,3.92,88.48,17.55,101.08,5.88
739619.0625,0.0,3.98,88.68,17.7,83.5,5.83
739619.0729166666,0.0,3.98,88.88,18.17,99.06,5.77
739619.0833333334,0.0,4.0,88.72,18.15,96.65,5.66
739619.09375,0.0,3.85,88.92,18.15,99.71,5.61
739619.1041666667,0.0,3.87,89.11,18.15,100.48,5.63
739619.1145833334,0.0,3.85,88.78,18.0,83.08,5.65
739619.125,0.0,3.82,90.0,17.25,62.41,5.6
739619.1354166666,0.0,3.91,90.0,16.95,77.31,5.45
739619.1458333334,0.0,3.92,90.0,16.44,93.95,5.49
739619.15625,0.0,3.95,89.01,17.27,102.79,5.47
739619.1666666666,0.0,4.0,89.76,17.33,100.91,5.49
739619.1770833333,0.0,4.0,89.23,17.38,111.5,5.5
739619.1875,0.0,3.93,89.6,17.61,85.59,5.48
739619.1979166666,0.0,3.9,89.27,17.89,97.48,5.46
739619.2083333334,0.0,3.86,89.07,17.75,98.39,5.4
739619.21875,0.0,3.85,88.88,17.53,111.16,5.41
739619.2291666667,0.0,3.86,88.7,17.74,83.34,5.48
739619.2395833334,0.0,3.85,88.91,17.61,84.61,5.52
739619.25,0.0,3.77,88.45,18.27,135.05,5.61
739619.2604166666,0.0,3.77,88.25,18.15,126.62,5.66
739619.2708333334,0.0,3.8,88.3,18.65,109.81,5.67
739619.28125,0.0,3.76,87.92,18.75,120.64,5.66
739619.2916666666,0.0,3.68,88.02,18.31,135.5,5.59
739619.3020833333,0.0,3.65,88.5,18.56,150.92,5.65
739619.3125,0.0,3.65,87.65,18.39,143.18,5.7
739619.3229166666,0.0,3.55,88.13,18.68,142.89,5.83
739619.3333333334,0.6,3.54,88.15,18.69,151.31,5.8
739619.34375,0.6,3.55,87.81,18.81,149.05,5.71
739619.3541666667,0.6,3.5,88.41,18.71,161.72,5.63
739619.3645833334,0.6,3.44,87.42,19.01,153.41,5.73
739619.375,0.6,3.41,87.65,18.4,189.64,5.74
739619.3854166666,0.6,3.41,87.27,18.38,167.3,5.75
739619.3958333334,0.6,3.34,87.57,18.47,174.41,5.7
739619.40625,0.6,3.46,87.61,18.63,200.01,5.69
739619.4166666666,0.6,3.48,87.45,18.55,202.49,5.76
739619.4270833333,0.6,3.46,87.37,18.54,203.19,5.76
739619.4375,0.6,3.4,88.31,19.04,200.76,5.78
739619.4479166666,0.6,3.39,87.97,18.67,243.64,5.79
739619.4583333334,0.6,3.43,88.32,18.79,229.67,5.81
739619.46875,0.6,3.46,88.65,18.6,221.43,5.76
739619.4791666667,0.6,3.44,88.59,18.39,222.72,5.83
739619.4895833334,0.6,3.38,88.19,18.35,228.51,5.84
739619.5,0.6,3.44,88.13,18.16,252.55,5.83
739619.5104166666,0.6,3.53,88.4,17.47,242.17,5.86
739619.5208333334,0.6,3.57,88.21,17.49,224.57,5.91
739619.53125,0.6,3.5,88.18,17.6,225.81,5.86
739619.5416666666,0.6,3.58,87.78,17.47,263.47,5.78
739619.5520833333,0.6,3.59,87.74,17.52,253.2,5.79
739619.5625,0.6,3.58,87.38,17.41,252.6,5.85
739619.5729166666,0.6,3.61,87.68,17.67,251.52,5.93
739619.5833333334,0.6,3.54,88.25,18.09,260.51,6.05
739619.59375,0.6,3.43,88.06,18.75,271.86,6.03
739619.6041666667,0.6,3.48,88.48,18.72,260.03,6.02
739619.6145833334,0.6,3.41,87.9,19.21,269.51,5.93
739619.625,0.6,3.42,88.1,19.1,284.48,5.98
739619.6354166666,0.6,3.45,88.25,19.14,249.51,5.86
739619.6458333334,0.6,3.41,88.89,19.12,259.01,6.04
739619.65625,0.6,3.37,88.78,19.0,278.69,6.08
739619.6666666666,0.6,3.4,88.68,18.39,270.55,6.1
739619.6770833333,0.6,3.31,88.25,17.93,255.4,6.14
739619.6875,0.6,3.24,87.59,17.91,252.51,6.22
739619.6979166666,0.6,3.25,87.1,18.06,260.24,6.21
739619.7083333334,0.6,3.19,87.42,18.78,252.39,6.19
739619.71875,0.6,3.27,87.65,18.62,236.3,6.19
739619.7291666667,0.6,3.3,86.97,18.13,257.74,6.19
739619.7395833334,0.6,3.31,87.01,18.21,250.44,6.24
739619.75,0.6,3.29,86.75,18.35,233.13,6.17
739619.7604166666,0.6,3.3,86.63,17.7,235.63,6.19
739619.7708333334,0.6,3.32,87.38,17.91,191.13,6.2
739619.78125,0.6,3.22,87.47,18.21,226.33,6.24
739619.7916666666,0.6,3.22,86.73,17.98,219.03,6.35
739619.8020833333,0.6,3.3,86.29,18.19,219.85,6.41
739619.8125,0.6,3.37,86.56,18.19,215.39,6.31
739619.8229166666,0.6,3.38,85.57,17.95,220.03,6.41
739619.8333333334,0.6,3.4,85.59,18.07,211.47,6.41
739619.84375,0.6,3.5,85.3,17.91,195.16,6.46
739619.8541666667,0.6,3.46,85.82,18.3,183.0,6.45
739619.8645833334,0.6,3.49,85.31,18.2,185.6,6.34
739619.875,0.6,3.45,85.48,18.06,165.25,6.4
739619.8854166666,0.6,3.44,84.99,18.05,155.15,6.32
739619.8958333334,0.6,3.4,85.08,18.22,160.08,6.26
739619.90625,0.6,3.39,84.82,18.92,150.73,6.18
739619.9166666666,0.6,3.31,86.04,19.11,160.61,6.16
739619.9270833333,0.6,3.33,85.66,18.81,146.95,6.11
739619.9375,0.6,3.26,85.75,18.96,150.03,6.19
739619.9479166666,0.6,3.23,85.77,19.2,127.94,6.29
739619.9583333334,0.6,3.19,86.33,19.14,133.71,6.33
739619.96875,0.6,3.23,86.73,18.76,125.64,6.38
739619.9791666667,0.6,3.26,86.96,18.3,125.85,6.35
739619.9895833334,0.6,3.25,87.15,17.96,142.57,6.34
739620.0,0.0,3.16,87.39,17.7,108.38,6.22
739620.0104166666,0.0,3.19,87.29,17.42,96.3,6.2
739620.0208333334,0.0,3.19,87.02,17.31,95.05,6.13
739620.03125,0.0,3.16,87.52,17.52,123.11,6.18
739620.0416666666,0.0,3.23,86.72,17.79,88.51,6.11
739620.0520833333,0.0,3.26,87.22,17.74,80.48,6.09
739620.0625,0.0,3.27,87.81,17.92,107.04,6.03
739620.0729166666,0.0,3.25,87.96,17.95,93.89,6.03
739620.0833333334,0.0,3.25,87.72,18.32,88.54,6.02
739620.09375,0.0,3.35,88.29,18.81,125.92,5.98
739620.1041666667,0.0,3.37,88.35,18.98,71.35,5.91
739620.1145833334,0.0,3.36,88.59,18.53,73.54,5.97
739620.125,0.0,3.37,88.66,18.69,111.99,5.89
739620.1354166666,0.0,3.35,88.67,18.97,111.77,5.92
739620.1458333334,0.0,3.27,88.82,19.07,87.43,5.93
739620.15625,0.0,3.23,88.05,18.82,76.16,5.93
739620.1666666666,0.0,3.17,88.17,18.48,109.9,5.97
739620.1770833333,0.0,3.21,88.3,18.92,76.08,5.97
739620.1875,0.0,3.19,88.52,18.51,82.26,5.71
739620.1979166666,0.0,3.26,88.2,18.68,100.09,5.69
739620.2083333334,0.0,3.28,88.04,18.99,96.83,5.68
739620.21875,0.0,3.23,87.69,19.14,79.23,5.71
739620.2291666667,0.0,3.24,87.7,18.86,118.2,5.71
739620.2395833334,0.0,3.23,86.83,18.63,124.25,5.73
739620.25,0.0,3.24,86.31,18.37,109.96,5.72
739620.2604166666,0.0,3.23,86.07,18.1,109.15,5.68
739620.2708333334,0.0,3.22,85.39,18.1,137.33,5.71
739620.28125,0.0,3.28,85.41,18.3,131.06,5.66
739620.2916666666,0.0,3.25,84.92,18.74,143.58,5.7
739620.3020833333,0.0,3.23,84.69,18.95,151.17,5.78
739620.3125,0.0,3.28,84.48,18.68,137.86,5.81
739620.3229166666,0.0,3.24,84.41,18.57,138.99,5.82
739620.3333333334,0.0,3.24,84.83,18.23,154.43,5.9
739620.34375,0.0,3.26,85.32,18.77,153.94,5.94
739620.3541666667,0.0,3.29,85.65,18.74,178.22,6.05
739620.3645833334,0.0,3.32,85.41,18.57,174.24,6.13
739620.375,0.0,3.35,84.96,18.68,185.24,6.1
739620.3854166666,0.0,3.36,85.25,18.48,164.58,6.1
739620.3958333334,0.0,3.34,84.97,19.02,205.68,6.14
739620.40625,0.0,3.26,84.58,18.99,198.95,6.07
739620.4166666666,0.0,3.35,84.74,19.28,206.94,6.1
739620.4270833333,0.0,3.34,85.05,19.19,210.59,6.01
739620.4375,0.0,3.26,85.61,19.12,211.59,6.1
739620.4479166666,0.0,3.21,86.25,19.37,214.71,6.08
739620.4583333334,0.0,3.26,86.53,19.41,224.89,6.15
739620.46875,0.0,3.24,87.88,19.85,223.67,6.11
739620.4791666667,0.0,3.24,88.85,19.6,246.43,6.12
739620.4895833334,0.0,3.22,89.41,19.35,237.08,6.22
739620.5,0.0,3.29,88.44,19.64,245.46,6.22
739620.5104166666,0.0,3.31,88.98,19.59,253.21,6.34
739620.5208333334,0.0,3.26,89.48,19.8,270.6,6.28
739620.53125,0.0,3.21,90.0,19.64,257.59,6.32
739620.5416666666,0.0,3.24,90.0,19.81,243.65,6.46
739620.5520833333,0.0,3.18,90.0,19.71,245.03,6.47
739620.5625,0.0,3.17,90.0,19.7,267.28,6.57
739620.5729166666,0.0,3.15,89.86,19.71,255.54,6.64
739620.5833333334,0.0,3.17,89.81,19.32,261.48,6.63
739620.59375,0.0,3.2,89.7,19.64,267.03,6.64
739620.6041666667,0.0,3.15,90.0,19.83,276.73,6.64
739620.6145833334,0.0,3.09,89.04,19.53,257.38,6.61
739620.625,0.0,3.2,88.51,19.24,261.0,6.58
739620.6354166666,0.0,3.23,88.27,19.64,266.73,6.51
739620.6458333334,0.0,3.17,88.44,19.79,269.65,6.52
739620.65625,0.0,3.21,88.28,20.01,261.42,6.56
739620.6666666666,0.0,3.25,88.12,20.24,281.04,6.49
739620.6770833333,0.0,3.35,88.7,19.7,258.29,6.51
739620.6875,0.0,3.4,89.05,19.45,261.42,6.54
739620.6979166666,0.0,3.35,88.99,19.81,246.17,6.6
739620.7083333334,0.0,3.32,89.3,19.83,243.29,6.61
739620.71875,0.0,3.38,89.43,19.78,252.0,6.58
739620.7291666667,0.0,3.43,90.0,19.39,247.17,6.5
739620.7395833334,0.0,3.41,89.9,19.55,232.38,6.58
739620.75,0.0,3.37,89.39,19.65,243.83,6.53
739620.7604166666,0.0,3.35,89.91,19.04,218.98,6.52
739620.7708333334,0.0,3.39,89.91,18.88,229.84,6.45
739620.78125,0.0,3.33,89.55,18.92,224.41,6.46
739620.7916666666,0.0,3.31,90.0,19.03,218.81,6.47
739620.8020833333,0.0,3.26,89.08,19.64,209.18,6.57
739620.8125,0.0,3.31,89.52,19.2,222.31,6.54
739620.8229166666,0.0,3.28,89.57,19.35,206.41,6.64
739620.8333333334,0.0,3.31,90.0,19.39,191.07,6.62
739620.84375,0.0,3.25,89.92,19.27,179.76,6.65
739620.8541666667,0.0,3.28,90.0,18.54,179.12,6.56
739620.8645833334,0.0,3.31,89.24,18.11,168.62,6.52
739620.875,0.0,3.23,88.58,18.43,182.97,6.48
739620.8854166666,0.0,3.24,88.65,18.24,165.42,6.48
739620.8958333334,0.0,3.19,88.94,18.43,145.58,6.51
739620.90625,0.0,3.16,89.57,18.75,158.24,6.64
739620.9166666666,0.0,3.19,89.78,18.64,154.29,6.69
739620.9270833333,0.0,3.18,89.86,18.85,172.13,6.61
739620.9375,0.0,3.21,88.32,18.64,149.56,6.67
739620.9479166666,0.0,3.12,88.13,18.9,136.49,6.7
739620.9583333334,0.0,3.1,88.08,19.09,125.28,6.65
739620.96875,0.0,3.04,87.96,18.49,149.59,6.62
739620.9791666667,0.0,3.04,88.6,18.58,123.49,6.56
739620.9895833334,0.0,3.1,89.11,18.76,124.61,6.63
739621.0,0.0,3.1,88.66,18.86,113.1,6.64
739621.0104166666,0.0,3.12,88.3,19.17,108.44,6.7
739621.0208333334,0.0,3.03,87.4,19.79,120.0,6.7
739621.03125,0.0,3.08,86.41,19.63,106.04,6.64
739621.0416666666,0.0,3.15,87.45,19.69,96.81,6.63
739621.0520833333,0.0,3.1,86.94,19.07,99.72,6.62
739621.0625,0.0,3.08,86.44,19.14,88.55,6.66
739621.0729166666,0.0,3.09,87.7,19.45,104.93,6.65
739621.0833333334,0.0,3.1,87.38,19.13,100.28,6.58
739621.09375,0.0,3.08,87.58,19.63,77.58,6.67
739621.1041666667,0.0,3.0,86.88,19.73,79.64,6.68
739621.1145833334,0.0,3.03,87.26,19.72,69.89,6.7
739621.125,0.0,3.13,87.72,19.9,85.31,6.66
739621.1354166666,0.0,3.18,88.1,19.93,74.42,6.69
739621.1458333334,0.0,3.19,88.05,19.99,75.35,6.61
739621.15625,0.0,3.18,88.98,19.87,108.62,6.57
739621.1666666666,0.0,3.24,88.62,19.89,102.27,6.56
739621.1770833333,0.0,3.24,88.35,19.95,93.63,6.53
739621.1875,0.0,3.23,88.27,20.22,95.17,6.6
739621.1979166666,0.0,3.25,87.69,20.67,107.52,6.69
739621.2083333334,0.0,3.24,87.85,20.85,83.88,6.63
739621.21875,0.0,3.28,87.13,20.69,104.14,6.52
739621.2291666667,0.0,3.33,87.22,20.52,97.84,6.59
739621.2395833334,0.0,3.43,86.69,20.4,99.6,6.64
739621.25,0.0,3.47,86.65,20.37,121.32,6.58
739621.2604166666,0.0,3.49,87.13,20.6,127.45,6.57
739621.2708333334,0.0,3.51,86.12,20.34,120.6,6.52
739621.28125,0.0,3.5,85.84,20.62,131.99,6.57
739621.2916666666,0.0,3.57,85.43,20.65,116.81,6.63
739621.3020833333,0.0,3.62,85.94,21.02,124.04,6.59
739621.3125,0.0,3.56,86.68,21.07,138.38,6.49
739621.3229166666,0.0,3.53,86.39,21.48,125.24,6.43
739621.3333333334,0.6,3.61,86.52,21.14,167.63,6.42
739621.34375,0.6,3.66,88.05,21.03,165.62,6.44
739621.3541666667,0.6,3.7,88.16,21.05,165.09,6.38
739621.3645833334,0.6,3.7,88.03,21.07,161.14,6.42
739621.375,0.6,3.71,87.59,21.38,156.47,6.35
739621.3854166666,0.6,3.71,87.43,21.13,162.99,6.39
739621.3958333334,0.6,3.69,87.46,21.02,186.1,6.47
739621.40625,0.6,3.63,87.52,21.27,208.73,6.52
739621.4166666666,0.6,3.66,87.07,21.16,190.98,6.53
739621.4270833333,0.6,3.61,86.63,21.21,213.44,6.61
739621.4375,0.6,3.67,87.58,21.91,207.21,6.6
739621.4479166666,0.6,3.58,87.45,22.17,217.32,6.58
739621.4583333334,0.6,3.57,87.45,22.19,233.19,6.49
739621.46875,0.6,3.62,86.86,21.75,228.19,6.42
739621.4791666667,0.6,3.63,87.62,22.06,217.4,6.43
739621.4895833334,0.6,3.67,87.73,22.13,227.09,6.44
739621.5,0.6,3.69,87.46,22.22,232.86,6.52
739621.5104166666,0.6,3.77,87.42,22.32,247.3,6.58
739621.5208333334,0.6,3.73,87.97,21.72,235.83,6.52
739621.53125,0.6,3.77,88.06,21.62,252.36,6.48
739621.5416666666,0.6,3.75,87.63,21.84,248.78,6.42
739621.5520833333,0.6,3.75,87.43,21.7,245.48,6.46
739621.5625,0.6,3.73,87.86,21.84,263.02,6.47
739621.5729166666,0.6,3.69,87.47,21.44,236.03,6.46
739621.5833333334,0.6,3.65,87.87,21.19,268.14,6.47
739621.59375,0.6,3.69,87.32,21.07,245.01,6.45
739621.6041666667,0.6,3.76,87.53,21.06,252.15,6.49
739621.6145833334,0.6,3.7,88.48,20.94,264.7,6.51
739621.625,0.6,3.75,88.28,20.82,271.87,6.52
